,rental_id,addr_unit,building_id,bedrooms,bathrooms,size_sqft,created_at,addr_street,addr_city,addr_zip,addr_lat,addr_lon,bin,bbl,floor_count,year_built,min_to_subway,has_doorman,has_elevator,has_fireplace,has_dishwasher,is_furnished,has_gym,allows_pets,has_washer_dryer,has_garage,has_roofdeck,has_concierge,has_pool,has_garden,has_childrens_playroom,rent,no_fee,description,neighborhood,borough,unit,floornumber,line,sentiment_score,scores
325,7255549,#205,352138,0,1.0,550.0,2018-06-08 17:20:26,55 HOPE STREET,Brooklyn,11211,40.71339043,-73.9555668,3062518.0,3023690040,6.0,2012.0,1.8667,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2750,0,"550SF Loft Studio in converted pencil factory. Wide plank oak floors, 8 foot solid core doors, white glass counter tops, imported Italian chef's kitchens with stainless steel appliances, Kohler fixtures and spa-like bathrooms with Zuma soaking tubs, Toto toilets and washer/dryers add a clean elegance to the charm of the original warehouse details .",Williamsburg,Brooklyn,205,2.0,05,0.4000000059604645,0.4000000059604645
326,7425727,#21E,59866,1,1.0,905.0,2018-07-31 13:40:08,220 RIVERSIDE BOULEVARD,New York,10069,40.77980042,-73.98760223,1086065.0,1011717502,48.0,2000.0,4.4,1,1,0,1,0,1,0,1,1,0,1,1,0,1,3800,0,"UWS ONE BEDROOM CONDO!!! 

This beautiful one-bedroom, one-bath home with solid Brazilian cherry wood floors is available for sale and for rent. The kitchen has granite counters and stainless-steel appliances. The bathroom has marble tiles and counters and a washer and dryer are already installed for your convenience. 

220 Riverside Blvd is a luxurious full-service condominium with a full-time doorman, concierge, and fabulous amenities including on-site parking, health club, swimming pool, Jacuzzi, sauna, massage room, children's play room, party room, billiards room, lounge room and courtyard with a reflecting pool. NO FEE / BROKERS CYOF",Upper West Side,Manhattan,21E,21.0,E,0.4000000059604645,0.4000000059604645
327,7291684,#1R,377308,2,2.0,900.0,2018-06-20 15:43:59,177 MAUJER STREET,Brooklyn,11206,40.71117276,-73.94327903,3069625.0,3027890039,4.0,1920.0,1.4667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2050,0,"Home Sweet Home! Awesome Pet Friendly 2 Bedroom Unit!
This Unit Features:
- This Super Spacious Pad Flooded With Tons Of Natural Light
- Large Kitchen With Lots of Cabinet Space
- Hot Location
- Hardwood Floors
- High Ceilings 
- This Place Has 2 Separate Entrances
- 4 Large Closets
- 2, that's right, 2  Full Private Bathrooms
- 2 Blocks From the Bushwick L  Line
- 7 Minutes to J M Z Line & 7 Minutes To Union Ave G  Stop 
- Minutes Away From  All  Restaurants, Night Life, Vegan Cafes & Awesome Juice Bars
- Heat & Hot Water Included 

This Pad Will Go Fast! Contact Mike for a Private Showing.",Williamsburg,Brooklyn,1R,1.0,R,0.6000000238418579,0.6000000238418579
328,7337302,#6,56368,1,1.0,0.0,2018-07-06 00:56:53,20 WEST 70 STREET,New York,10023,40.77513732,-73.97804081,1028512.0,1011220043,4.0,1920.0,1.9167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2395,0,"Gorgeous Upper West Side 1BR on the top floor of a Pre-War Brownstone. Amazing location only 100 Yards from Central Park! Bright and classically detailed with a huge seperate kitchen, great storage space, 12' ceilings and a beautiful deco fireplace. This is a STEAL at this price. CALL ME NOW!!!

Click to view Listing Details and MULTIPLE PICTURES",Upper West Side,Manhattan,6,6.0,,0.30000001192092896,0.30000001192092896
329,7342444,#66,114754,3,1.0,0.0,2018-07-07 14:20:18,35 ST NICHOLAS TERRACE,New York,10027,40.8134814,-73.95171758,1059597.0,1019680044,6.0,1920.0,3.0833,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3300,1,"brand new renovated 3 bedroom, 1 and 1/2 bathroom apartment with stainless steel appliances, , dish washer,XL bedrooms,  great
sized living room for entertaining. 

building is 2 blocks away from the abcd trains. elevator building with laundry available. walking distance to columbia

for viewings, please inquire",West Harlem,Manhattan,66,,,0.20000000298023224,0.20000000298023224
330,7170205,#4,330745,2,1.0,850.0,2018-05-11 16:16:30,376 FRANKLIN AVENUE,Brooklyn,11238,40.6859323,-73.95692641,3401722.0,3019730043,6.0,2014.0,4.1333,0,0,0,1,0,1,1,0,1,1,0,0,0,0,3195,1,"Spacious 2 Bedroom 1 Bath With High End Condo Finishes Featuring Floor To Ceiling Windows, XL Open Kitchens with Breakfast Bar, Stainless Steel Appliances. Marble Bathroom high-end fixtures. Beautiful Hardwood Floors, exposed brick, Walk in closet and Additional Storage space.

Brooklyn's newest modern residence features an array of amenities including Elevator, Fitness Center, Furnished Roof Deck, On-site Parking, Bike Storage, Laundry Room and Private Storage Unit.
This boutique community located at the intersection of Bedstuy and Clinton Hill next to numerous subway lines including Atlantic Terminal, G,S and C trains.
Few Steps from some of Brooklyn's most desired shops and eateries including Dough, Michelin rated Do or Dine, Daily Press and much more.





AG Group | Specialize No Broker Fee Rentals & Relocation Assistance | Flexible Showing Times |
Available 24/7 Text/Email/Call",Bedford-Stuyvesant,Brooklyn,4,4.0,,0.6000000238418579,0.6000000238418579
331,7301293,#41D,39793,2,2.0,957.0,2018-06-23 11:05:36,105 WEST 29TH STREET,New York,10001,40.74710083,-73.99030304,1015146.0,1008057502,53.0,2010.0,2.3167,1,1,0,1,0,1,1,1,1,1,1,0,0,0,7875,1,"NO BROKER FEES. Located between Manhattan's Chelsea and NoMad neighborhoods, Beatrice is a sleek tower perched atop the Eventi Hotel offering exquisite apartments starting on the 26th floor. With gracious layouts, ultra-luxurious interior appointments and iconic river and city views through expansive walls of windows, Beatrice represents a new level of sophisticated city living. Amenities include a 24-hour concierge, fitness center, yoga studio and an exclusive Cloud Lounge and sun deck. Residents will also enjoy on-site hotel amenities including farm-to-table restaurant, Humphrey, and a dynamic urban park space featuring seasonal art installations and events.",Chelsea,Manhattan,41D,41.0,D,0.699999988079071,0.699999988079071
332,7422013,#1A,91411,2,1.0,1000.0,2018-07-30 14:08:40,1705 LEXINGTON AVENUE,New York,10029,40.79272581,-73.94561118,1052050.0,1016340049,4.0,1910.0,2.65,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2625,0,"Its Time To Truly Love Where You Live !!!

 Massive 1-bedroom Undergone Immaculate Condo Finishes !

Both Bedrooms can Fit Queen Sized Beds + Extra Furniture.

Including New Select-Grade 3/4 Inch Thick Oakwood Floors.

Double Height Closets.

Newly Renovated Chefs Kitchen with New Cabinetry, Stainless Steel Appliances and more.

Sparkling New Marble Spa Bath.

Lofty & Airy Layout with 11’ Ft Ceilings - No Expenses have been Spared in this Stunning Renovation.

The Large Loft-Like Living Room Spans the Entire Width of the Building, and can Easily Fit a Full Living Room Furniture Set + a Large Dining Area - a MUST SEE

Incredible Live-In Super.

Wold-Class Dining, Shopping & Nightlife at your Doorsteps.

Central Park is Your New Backyard.

Subway Across the Street.

15 Minuets to Midtown - 25 Minuets to Wall Street.

Come Enjoy the Good Life for Less!

Easy Application Process (guarantors accepted).

(Please excuse photos, tenant is currently moving out).

Showings Monday-Sunday – Email/Text/Call Ian.",East Harlem,Manhattan,1A,1.0,A,0.4000000059604645,0.4000000059604645
333,7171381,#GARDEN,125458,2,1.0,1200.0,2018-05-12 00:49:52,558 WEST 162 STREET,New York,10032,40.8366945,-73.94203726,1062888.0,1021200111,3.0,1920.0,1.2667,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3200,1,"Enormous 800sft back yard! 1200sft garden level two bedroom featuring central AC, two decorative fireplaces, hardwood floors and over-sized windows. The Chiefs kitchen includes new stainless steel appliances, dishwasher, granite counter-tops and plenty of cabinet space. Dining alcove ties into the kitchen creating a perfect entertainment space. Both bedrooms can fit a queen size bed and ample furniture. Enjoy the comforts of this well appointed townhouse with grand foyer, video security system, laundry in the building and on call super.",Washington Heights,Manhattan,GARDEN,,,0.6000000238418579,0.6000000238418579
334,7190017,#26F,1252618,0,1.0,491.0,2018-05-18 12:08:32,27-03 42 ROAD,Long Island City,11101,40.74969864,-73.94010162,4538465.0,4004220001,27.0,2011.0,1.1333,1,1,0,1,0,1,1,1,1,1,1,0,0,1,2625,1,"Every unit features floor to ceiling windows that envelope you in the majestic midtown Manhattan skyline. Above and below the vistas, high-ceilings and white-stained maple wood floors set the perfect modern mood. Select units also feature balconies for alfresco dinners with skyscraper views. Kitchens are designed to inspire culinary adventures with premium GE stainless steel appliances and custom walnut and glass cabinetry perfectly paired with white-speckled quartz countertops. Bedrooms are sized for dreaming and living big, providing ample space for furnishings and oversized closets for growing wardrobes. Bathrooms make a design splash with glass-enclosed tubs, sparkling white porcelain tiles, premium Kohler fixtures, tri-panel medicine cabinets and soothing wood vanities.",Long Island City,Queens,26F,26.0,F,0.800000011920929,0.800000011920929
335,7177684,#26K,23776,3,2.0,1300.0,2018-05-15 09:17:45,60 EAST 8 STREET,New York,10003,40.73049927,-73.99310303,1080855.0,1005487501,31.0,1965.0,0.35,1,1,0,1,0,1,1,0,1,0,0,1,0,0,8950,0,"Available immediately! Unobstructed river and city views throughout the apartment. See every single bridge on the east side, plus beautiful south views from the balcony; Empire State building and midtown skyline from the bedrooms. Completely renovated with Brazilian teak hardwood floors and new molding. Granite countertops and new cabinets completed with a Sub-zero fridge in the kitchen. Bathrooms are both brand new with marble and new fixtures. The dining room in the picture has been converted into a third bedroom with french doors.",Greenwich Village,Manhattan,26K,26.0,K,0.4000000059604645,0.4000000059604645
336,7224994,#110,18376270,1,1.0,1100.0,2018-05-31 16:57:46,110-55 72 ROAD,Forest Hills,11375,40.72090149,-73.83940125,4448004.0,4022360043,0.0,,2.55,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1895,0,"Large Pre-War Charm 1 Bedroom for Rent!!! Great location!! Sunny, Renovated Kitchen, high ceilings, hardwood floor, rent includes heat and water. P.S. 196 school. Steps to E/F/R/M train 71st ave forest hills. Near LIRR and all. Call Harry to view.",Forest Hills,Queens,110,1.0,10,0.30000001192092896,0.30000001192092896
337,7338496,#208,27772,0,1.0,500.0,2018-07-06 12:39:31,600 WASHINGTON STREET,New York,10014,40.73059845,-74.00930023,1086101.0,1006020010,6.0,2003.0,3.3667,1,1,0,1,0,1,1,0,1,0,1,0,0,0,3835,1,"NO BROKER FEES. Located in the historic Greenwich Village, 600 Washington is surrounded by cobblestone streets, landmark buildings, hidden square and ivy covered facades. The premier location includes easy access to galleries, cafes, great eateries and boutiques. 600 Washington is the only new rental residence built in this landmark area in more than decade. Come live in this historic area where art and culture are in abundance.",West Village,Manhattan,208,2.0,08,0.6000000238418579,0.6000000238418579
338,7266862,#6F,383314,3,1.0,0.0,2018-06-12 18:51:29,155 MESEROLE STREET,Brooklyn,11206,40.70831806,-73.94299291,3071003.0,3030440035,6.0,1920.0,1.6333,0,1,0,1,0,0,1,0,0,1,0,0,0,0,3950,1,"Gorgeous 3 bedrooms DUPLEX  in a new building in the heart of Williamsburg! Amazing view, unbeatable location (steps away from the L, short walk to the JMZ), coffee shops, restaurants of all flavors, bars, what have you.

The two bedrooms on the first floor have big windows and a balcony, and the upstairs room has a private giant roof!!!

Beautiful Modern Design:
- Kitchen - Brand new stainless steel appliances including a dishwasher!!
- Lots of closet space
- Natural sunlight
- Laundry on site.

And the pictures speak for themselves!
Pet Friendly!!
Guarantors accepted:)",Williamsburg,Brooklyn,6F,6.0,F,0.4000000059604645,0.4000000059604645
339,7303351,#2,1396795,0,1.0,500.0,2018-06-25 09:12:56,110-48 72 AVENUE,Forest Hills,11375,40.7212547,-73.83915857,4052580.0,4022360027,6.0,1967.0,2.8167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,"New Listing : Mint L-Shaped Alcove Studio w. Separate Kitchen - Only $1550 a Month!

This spacious and very accommodating ""L-shaped"" Studio offers a roomy Alcove area that accommodates a queen sized bed comfortably and offers ample closet space. The subway is less than a 7-minutes walk away. And the location couldn't be better or safer. Guarantors welcome. So College Students and Grads apply with confidence. Schedule a viewing to see it today and the other one that I have nearby in the same price range (I have photos on hand in phone) 

My name is Luis Briones 
FOREST HILLS | RENTAL EXPERT

Note. The Studio will not include A/C shown in the photos (but I can help you purchase one at discount...)",Forest Hills,Queens,2,2.0,,0.10000000149011612,0.10000000149011612
340,7243483,#6,7573,2,1.0,800.0,2018-06-05 21:41:02,148 EAST BROADWAY,New York,10002,40.71416445,-73.99103967,1003592.0,1002830065,9.0,2004.0,0.4167,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3600,1,"JUST LISTED!

PRIVATE KEYED ELEVATOR!
FULL FLOOR HOME! YOUR OWN PRIVATE BALCONY!

148 East Broadway, 6th Floor (Half block from the ""F"" train)

Private Entrance / Keyed Elevator, Tile Floors, North & South Exposures, Wall Of Windows, Spacious Balcony (4Ft Deep), Recessed Lighting, Grand Kitchen, Big Island / Buffet Counter, Gas Range, Full Fridge, Plenty Of Cabinetry / Storage, Entry Coat Closet, Spacious Bedrooms / South-Facing, Wood Plank Flooring, 3 A/C Units, Tile Bath w/ Tub / Kohler Toilet, Solid Core Doors, Linen Closet, Wall Of Closets, Laundry In Basement, Bike Storage.

PET FRIENDLY! Quick and Easy Application and Approval!!

**TENANT OCCUPIED / 24 HOUR NOTICE NEEDED TO SHOW / REGULAR OPEN HOUSES SCHEDULED**",Chinatown,Manhattan,6,6.0,,0.20000000298023224,0.20000000298023224
341,7333516,#42D,1228348,1,1.0,750.0,2018-07-04 23:01:03,3900 GREYSTONE AVENUE,Bronx,10463,40.88914522,-73.90424026,2084041.0,2057800940,6.0,1928.0,5.1833,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1725,1,"Welcome to 3900 Greystone Avenue, a charming pre-war building situated on a quaint block in Riverdale. Apartment 42D features a large foyer and a spacious living room measuring 13'x20'. The large bedroom measures 12'x17' and features two closets. Other building features include a large laundry room and easy access to the 242nd Street 1 Subway. Call today to schedule a private showing!",Riverdale,Bronx,42D,,,0.4000000059604645,0.4000000059604645
342,7355875,#14,17128,4,2.0,850.0,2018-07-11 15:04:59,346 EAST 13 STREET,New York,10003,40.73073377,-73.98384647,1006487.0,1004540032,6.0,1920.0,1.3167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5800,1,"Hardwood floors, dishwasher, renovated, exposed brick, pets allowed case by case",East Village,Manhattan,14,,,0.5,0.5
343,7200241,#32,106003,2,1.0,900.0,2018-05-22 16:58:19,976 AMSTERDAM AVENUE,New York,10025,40.80206264,-73.96493488,1056681.0,1018800029,6.0,1915.0,2.8833,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2600,0,"Classic corner 2 bedroom / 1 bath unit in an elevator building. Features large two bedrooms that can fit in a king sized bed with more space left for extra furniture.Both the bedrooms have large two windows, deep closets. The large living room has two exposures ,so it gets tons of light .Also kitchen adjacent to the living room has a window and is large too. There is full bath with a tub . Its a large apartment , with a lot of extra space and closets at the foyer . 
This is for July 1st move in. It's a great deal and will rent quickly .Please call Dee for viewing or it's shown only via Open House",Upper West Side,Manhattan,32,,,0.20000000298023224,0.20000000298023224
344,7147669,#26J,69004,0,1.0,506.0,2018-05-04 15:01:20,245 EAST 40 STREET,New York,10016,40.74890137,-73.9733963,1037175.0,1013140021,36.0,1972.0,3.5833,1,1,0,1,0,1,0,0,1,0,1,1,0,0,3075,1,"NO BROKER FEES. Murray Hill Tower Apartments is located in midtown Manhattan, near Park Avenue and the East River. The stunning interiors interiors feature parquet floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes. Enjoy incredible river and Manhattan views from your private balcony.",Midtown East,Manhattan,26J,26.0,J,0.4000000059604645,0.4000000059604645
345,7364242,#4,364246,3,2.0,1000.0,2018-07-13 15:01:08,159 NEWEL STREET,Brooklyn,11222,40.72764412,-73.94929389,3065756.0,3026230012,4.0,1930.0,4.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3800,0,"CHARMING 3 bedroom apartment with SPECTACULAR 360 views of the city from roof!!! 
This apartment has a incredibly unique red cabinetry, stainless steel appliances, and preserved to showcase original exposed brick, embossed ceiling tiles, hardwood flooring throughout! Phenomenal location- closed to transportation, and yet the street is very quiet and well kept.",Greenpoint,Brooklyn,4,4.0,,0.8999999761581421,0.8999999761581421
346,7337017,#4,18714016,0,1.0,850.0,2018-07-05 20:49:11,217 AVENUE A,New York,10009,40.73009872,-73.98090363,1077680.0,1004410033,0.0,,1.7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,App pending,East Village,Manhattan,4,4.0,,-0.4000000059604645,-0.4000000059604645
347,7152121,#32O,178,3,1.0,922.0,2018-05-07 03:02:37,20 WEST STREET,New York,10004,40.70619965,-74.01560211,1087243.0,1000157502,45.0,1930.0,2.1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,3895,0,"MODERN Converted 3 Bedroom in full-service condo. RARE opportunity to rent in luxury building. Washer/Dryer on the same floor, the unit comes with 4 California closets. Marble bath with storage in 3-panel mirror, Open kitchen with granite counter and high-end stainless steel appliances. Downtown's Best Value won't last...Fabulous for a roommates.

You will enjoy the convenience of on-site amenities; 24-hours Doorman and Concierge, On site laundry and dry cleaning services, AMAZING fitness center, private storage, rooftop deck, health club.

This building puts the best of the city at your doorstep; supermarkets, tons of restaurants, also few blocks from east river, the New York Stock Exchange on Wall Street, the W Hotel downtown. Whole Foods a 9-Minute Walk Away! Transportation 1/4/5/R/A/C subway station, offering a quick easy access to the rest of the city.

Best way to reach me is probably by email Or you can text me at . call times are a bit limited, but feel free to text me!",Financial District,Manhattan,32O,32.0,O,0.5,0.5
348,7262374,#1,1297126,2,1.0,1300.0,2018-06-11 16:58:26,21-21 24 STREET,Astoria,11105,40.78045079,-73.91329001,4019019.0,4008690124,3.0,1935.0,6.0667,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3750,0,"7-minute walk to N and W subway - 10 min subway ride to midtown.
Up n' coming neighborhood full of things to do - restaurants/cafes/supermarkets/banks/gyms/cvs
Laundromat around the corner.
Astoria Park - 5-minute walk.

House Details:
-Large open Kitchen
-Large Living Room
-2x Large Bedrooms
-1x Baby Bedroom/ Private Office
-Huge private backyard - BBQ included
-Front porch
-Assigned street parking spot - in front of the house.
-Heat included
-Small pets ok",Astoria,Queens,1,1.0,,0.30000001192092896,0.30000001192092896
349,7198153,#1524,59830,2,2.0,1197.0,2018-05-22 11:03:41,140 RIVERSIDE BOULEVARD,New York,10069,40.77700043,-73.98860168,1086066.0,1011710133,28.0,2002.0,4.1833,1,1,0,1,0,1,0,1,0,0,1,0,0,0,6395,1,"NO BROKER FEES 140 Riverside Apartments is convenient to the 1,2 and 3 local subway lines with easy access uptown and downtown. Our great location in front of the scenic Hudson River and Riverside Park provides for amazing views. 140 Riverside Blvd features convenient onsite amenities, including: garages, grocery shopping and restaurants, as well as a pet spa, wine shop and a preschool. Residents will enjoy our beautiful outdoor courtyard and on-site fitness center.",Upper West Side,Manhattan,1524,15.0,24,0.8999999761581421,0.8999999761581421
350,7156165,#4,807316,2,2.0,950.0,2018-05-07 23:08:05,2135 HOMECREST AVENUE,Brooklyn,11229,40.59763321,-73.95872262,3199474.0,3073450062,4.0,2015.0,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,"Enjoy this band new custom built apartment for rent right at the heart of Brooklyn. This apartment is located right near Avenue U and Homecrest Ave. Very convenient for commuters since this is steps away from the subway station and multiple bus stops.  Multiple units available in this building (1 bedroom and 2 bedroom options).

• New construction
• 2 bedrooms
• 2 full bathrooms
• Harwood flooring throughout entire apartment
• Tile flooring throughout kitchen
• Large closets located in every room
• Large living room with an open layout into kitchen allowing for dining area
• Many windows throughout entire apartment 
• Stainless Steel appliances
• Close to many shopping areas on Avenue U
• Close to public transportation Subway and Buses. 
• Landlord pays the water
• No pets

Parking is an additional $200 per month

Applicants must have good income and good credit to be approved for this apartment. At the moment,  the landlord does not accept programs. 
Call/text Michael Mizrahi for showings 
Metropolitan Brokers.",Sheepshead Bay,Brooklyn,4,4.0,,0.20000000298023224,0.20000000298023224
351,7193275,#316,141655,1,1.0,794.0,2018-05-19 15:10:25,220 WATER STREET,Brooklyn,11201,40.70271818,-73.98518409,3000095.0,3000410017,7.0,1900.0,1.8333,1,1,0,1,0,1,1,1,0,1,0,0,0,0,4300,0,"Welcome to 220 Water street. Built in the late 19th century this building was originally a shoe factory and is now a five-story, 134 unit luxury rental building. This one of a kind loft building welcomes you with a spectacular lobby boasting exposed brick, 30 ft ceilings with skylights, a waterfall, and a coffee bar with wifi. The building also features the following:

RENT STABILIZED * OVERSIZED ROOMS * NOT LOCATED IN FLOOD ZONE A * NO MANHATTAN BRIDGE NOISE

220 Water Street provides luxury amenities and services to create a one-of-a-kind rental experience. 

Grand 30 foot high, sky-lit lobby with individual seating areas, a refreshment center, and Wi-Fi 
1.5 Blocks from the F-Train and 10 minutes from the A, C and E trains
Roof Deck with Fireplace and Two Barbecue Grills 
Fitness and Yoga Facilities 
Children's Playroom 
Pet Wash 
On-Site Parking 
Private Storage 
Bicycle Storage 
Cold Storage
Verizon FiOS

The loft-style apartment homes feature soaring 14-foot ceilings, premium finishes, and creatively preserved industrial details. Many of the apartment homes are adjoined with large spaces to convert into another room of our choice.

Well-appointed premium features include: 
14-foot ceilings 
Exterior brick walls 
Exposed original columns and beams
Oversized 10-foot windows 
Wood plank ceilings 
Full-size Washer & Dryer 
Spacious closets complete with shelving and efficient hanging layouts 
Individually controlled central heat and air-conditioning in every home 
Custom sunshades for every window 
Video Intercom",DUMBO,Brooklyn,316,3.0,16,0.4000000059604645,0.4000000059604645
352,7132417,#6A,18717787,2,1.0,948.0,2018-05-01 06:00:11,522 EAST 20 STREET,New York,10009,40.73170089999999,-73.97789764,1082860.0,1009720001,0.0,,1.5667,0,1,0,1,0,0,1,0,1,0,0,0,0,0,5110,1,"1 year free wi-fi & cable on any units with all lease start dates (direct deals only). StuyTown is the perfect intersection of price, space, and location with modern, spacious apartments and beautifully landscaped grounds set within an 80 acre backyard. Located next to some of Manhattan's liveliest neighborhoods, including the East Village & Gramercy.",Stuyvesant Town/PCV,Manhattan,6A,6.0,A,0.30000001192092896,0.30000001192092896
353,7202596,#3,503752,3,1.0,950.0,2018-05-23 14:58:39,142 EAST 56 STREET,Brooklyn,11203,40.65354406,-73.92507406,3102324.0,3046810016,2.0,1920.0,12.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,"Completely renovated , three bedrooms, living room, dining area , eating kitchen, new appliances, sun soaked. lots of windows, near shopping, restaurants, transportation, near Kings County Hospital . The landlord requires that the prospective tenants have an income of 40xrent, credit score of 700 and above. good for share or family,",East Flatbush,Brooklyn,3,3.0,,0.4000000059604645,0.4000000059604645
354,7250164,#4M,792169,2,1.0,874.0,2018-06-07 15:39:50,2375 EAST 3 STREET,Brooklyn,11223,40.59209824,-73.96730042,3194735.0,3071790058,6.0,1957.0,4.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1995,1,"Kings & Queens NO FEE Apartments are located in the most desirable neighborhoods of Brooklyn and convenient to shopping, restaurants and major transportation hubs. All buildings feature elevators, central laundry facilities and spacious apartments with wood flooring throughout. Many buildings offer on-site parking and apartments with balconies, charming pre-war details and renovated kitchens and bathrooms.",Gravesend,Brooklyn,4M,4.0,M,0.800000011920929,0.800000011920929
355,7376377,#22K,54790,3,2.0,1046.0,2018-07-17 18:02:53,560 WEST 43 STREET,New York,10036,40.76089859,-73.99759674,1026911.0,1010710001,44.0,1987.0,6.7333,1,0,0,1,0,1,1,1,1,0,1,1,0,0,5530,1,"**WAIVED security deposit for qualified applicants!** Riverbank is at its finest. Newly renovated studio, one, two and three bedroom luxury apartment homes. Not only is the whole world at your door and out your window, but within your home. The things you covet most serenity, amenities, service and beauty, along with the room to move, stretch and live in style are all here for you to enjoy, every day and night. Riverbank offers authentic satisfaction a gracious home, in a supremely livable building, with the amenities you want and the services you need. Beside the Hudson. Beyond Satisfaction. If you are interested in scheduling a tour, please call.",Midtown West,Manhattan,22K,22.0,K,0.4000000059604645,0.4000000059604645
356,7224403,#1B,539710,2,1.0,780.0,2018-05-31 15:26:11,1405 BROOKLYN AVENUE,Brooklyn,11210,40.63819885,-73.94210052,3327269.0,3050000200,6.0,1950.0,3.6667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1950,1,"OPEN HOUSE BY APPOINTMENTS  ONLY!

Luxurious 2 Bedrooms on the Heart of Brooklyn Next to 2,5 Lines. 
Newly renovated and Spacious 2 bedroom apartment , The apartment Features a largely open floor plan which allows for nearly 800 Sqft of comfortable living space! Many closets space available, marble bathroom, King size bedroom, and small room can fit a Queen bed. Separate Kitchen, Dining area open to Large living room. 
Elevator building offers laundry facility and Courtyard views. 

NO FEE 

MUST MAKE THE RENT x 40 AND HAVE A GOOD CREDIT. 

We accept INSURENT and Guarantors . 

AVAILABLE TO SHOW ANYTIME

We have Studios and 1, 2 & 3 bedrooms available for below market price ! Contact today for more info!


* Please note Price can change anytime according to availability*",East Flatbush,Brooklyn,1B,1.0,B,0.30000001192092896,0.30000001192092896
357,7319962,#6U,199,1,1.0,680.0,2018-06-29 14:47:25,50 BATTERY PLACE,New York,10280,40.70666742,-74.01816391,1085938.0,1000160015,9.0,1998.0,3.15,1,1,0,1,0,1,1,0,0,0,1,0,0,0,3125,1,"This lovely and spacious 1 bedroom apartment features parquet floors throughout, great closet space and a kitchen featuring GE Profile appliances including a dishwasher and microwave. Enjoy the lovely courtyard in the spring and summer.  There are card operated laundry rooms on every floor, as well as 24 hour concierge and a gym that is free of charge.",Battery Park City,Manhattan,6U,6.0,U,0.699999988079071,0.699999988079071
358,7265203,#1R,228097,2,3.0,1108.0,2018-06-12 14:00:38,1638 8 AVENUE,Brooklyn,11215,40.660863,-73.98413732,3397086.0,3011127502,6.0,2007.0,2.7167,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4200,1,"2BR Duplex w/ Patio & Parking
This spectacular two bedroom, three full bathroom duplex condo features 1108 square feet of tastefully designed living space, a spacious private patio, ductless A/C, and includes a PRIVATE INDOOR PARKING SPACE. The lower level boasts an open concept living space with a full bathroom and spectacular kitchen, adorned with Caesarstone counters and stainless steel appliances. This level exits to an enormous patio, walled for complete privacy and perfect for entertaining. The upper level is configured with two large bathrooms and two full bathrooms, including an en-suite master, great closets and washer/dryer.

""Prospect Park Terrace"" is a unique twenty-seven unit condominium superbly located near the F,G,R subways, minutes from Prospect Park and regular farmers market, and surrounded by the area's best dining and amenities (Giuseppe's, Provini, Talde, Camperdown Elm, Fonda, The Double Windsor, Park Slope Armory YMCA).

AVAILABLE SEPTEMBER 15TH",Park Slope,Brooklyn,1R,1.0,R,0.5,0.5
359,7251544,#4L,364573,2,1.0,1000.0,2018-06-07 19:57:07,91 JEWEL STREET,Brooklyn,11222,40.72743458,-73.94720145,3065855.0,3026250024,4.0,1928.0,4.7833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,"2 private LARGE Boxed bedrooms on opposite sides of the apartment both with 2 windows and large closets, you can easily have a Queen even King size bed. Perfect for sharing. LARGE WINDOWS IN EVERY ROOM, huge living room, newly renovated kitchen. 

Heat and Hot water Included 

Great location! 5 short blocks to the Nassau G train. Close to McCarren Park

Cat OK Sorry NO Dogs",Greenpoint,Brooklyn,4L,4.0,L,0.4000000059604645,0.4000000059604645
